,dqn_sum,dqn_pid_0,dqn_pid_1
892000,1.6360000000000001,1.0,0.636
893000,1.638,1.0,0.638
894000,1.666,1.0,0.666
895000,1.678,1.0,0.678
896000,0.0,1.0,-1.0
897000,1.6440000000000001,1.0,0.644
898000,1.654,1.0,0.654
899000,1.666,1.0,0.666
900000,1.71,1.0,0.71
901000,1.696,1.0,0.696
902000,0.0,1.0,-1.0
903000,1.6720000000000002,1.0,0.672
904000,1.708,1.0,0.708
905000,1.674,1.0,0.674
906000,1.692,1.0,0.692
907000,1.67,1.0,0.67
908000,1.6179999999999999,1.0,0.618
909000,1.696,1.0,0.696
910000,1.658,1.0,0.658
911000,1.698,1.0,0.698
912000,1.6520000000000001,1.0,0.652
913000,1.6560000000000001,1.0,0.656
914000,1.71,1.0,0.71
915000,1.654,1.0,0.654
916000,1.6440000000000001,1.0,0.644
917000,1.6219999999999999,1.0,0.622
918000,0.0,1.0,-1.0
919000,1.71,1.0,0.71
920000,1.71,1.0,0.71
921000,0.0,1.0,-1.0
922000,1.702,1.0,0.702
923000,1.69,1.0,0.69
924000,1.662,1.0,0.662
925000,1.666,1.0,0.666
926000,1.674,1.0,0.674
927000,1.6480000000000001,1.0,0.648
928000,1.686,1.0,0.686
929000,1.678,1.0,0.678
930000,1.666,1.0,0.666
931000,1.692,1.0,0.692
932000,1.694,1.0,0.694
933000,1.712,1.0,0.712
934000,1.6560000000000001,1.0,0.656
935000,1.688,1.0,0.688
936000,1.722,1.0,0.722
937000,1.634,1.0,0.634
938000,1.6480000000000001,1.0,0.648
939000,1.6600000000000001,1.0,0.66
940000,1.6360000000000001,1.0,0.636
941000,1.7,1.0,0.7
942000,1.67,1.0,0.67
943000,1.654,1.0,0.654
944000,0.0,1.0,-1.0
945000,1.714,1.0,0.714
946000,1.6600000000000001,1.0,0.66
947000,1.678,1.0,0.678
948000,1.616,1.0,0.616
949000,1.612,1.0,0.612
950000,1.658,1.0,0.658
951000,1.6520000000000001,1.0,0.652
952000,1.674,1.0,0.674
953000,1.6179999999999999,1.0,0.618
954000,1.6219999999999999,1.0,0.622
955000,1.688,1.0,0.688
956000,1.72,1.0,0.72
957000,1.696,1.0,0.696
958000,1.698,1.0,0.698
959000,1.658,1.0,0.658
960000,1.686,1.0,0.686
961000,1.702,1.0,0.702
962000,1.6800000000000002,1.0,0.68
963000,1.7,1.0,0.7
964000,1.654,1.0,0.654
965000,1.6760000000000002,1.0,0.676
966000,1.6640000000000001,1.0,0.664
967000,1.662,1.0,0.662
968000,1.662,1.0,0.662
969000,1.686,1.0,0.686
970000,1.6520000000000001,1.0,0.652
971000,0.0,1.0,-1.0
972000,1.6680000000000001,1.0,0.668
973000,1.6320000000000001,1.0,0.632
974000,1.678,1.0,0.678
975000,1.6840000000000002,1.0,0.684
976000,1.678,1.0,0.678
977000,1.706,1.0,0.706
978000,1.654,1.0,0.654
979000,1.6560000000000001,1.0,0.656
980000,1.6280000000000001,1.0,0.628
981000,0.0,1.0,-1.0
982000,1.662,1.0,0.662
983000,0.0,1.0,-1.0
984000,1.63,1.0,0.63
985000,1.6800000000000002,1.0,0.68
986000,1.6440000000000001,1.0,0.644
987000,1.6280000000000001,1.0,0.628
988000,1.6360000000000001,1.0,0.636
989000,1.6520000000000001,1.0,0.652
990000,1.604,1.0,0.604
991000,1.6720000000000002,1.0,0.672
992000,1.666,1.0,0.666
993000,1.674,1.0,0.674
994000,1.654,1.0,0.654
995000,1.7,1.0,0.7
996000,1.624,1.0,0.624
997000,1.686,1.0,0.686
998000,1.686,1.0,0.686
999000,1.682,1.0,0.682
1000000,1.708,1.0,0.708
